Gene	Chr	Start	End
RP11-297M9.1	16	9666885	9676843
RP11-609N14.1	16	10351440	10352752
LINC01290	16	10514842	10528202
RP11-396B14.2	16	11196177	11224969
RP11-486I11.2	16	11797468	11798275
BCAR4	16	11819829	11828845
CTD-3037G24.5	16	12614451	12614852
U91319.1	16	13246316	13562918
U95743.1	16	13730137	13779760
CTD-2135D7.3	16	13953155	13954825
CTD-2135D7.5	16	14009280	14016016
CTD-2135D7.4	16	14018880	14021077
CTA-276F8.1	16	14150833	14153235
RP11-65J21.3	16	14302288	14326353
RP11-65J21.1	16	14363109	14370266
RP11-65J21.4	16	14408039	14418872
RP11-14N9.2	16	16658227	16664135
RP11-916L7.1	16	17540331	17540985
CTD-3229J4.1	16	17825252	17826906
CTA-481E9.4	16	17933189	18151595
CTA-481E9.3	16	18002806	18173063
RP11-457I16.2	16	18570448	18571683
RP11-626G11.1	16	19065991	19066694
RP11-626G11.4	16	19086856	19098110
RP11-626G11.6	16	19111035	19111484
CTA-363E6.2	16	19343647	19401693
RP11-204E4.3	16	20208925	20209525
RP11-143N13.2	16	20580999	20586640
CRYM-AS1	16	21300849	21318591
CTB-31N19.5	16	21526824	21531141
RP11-645C24.5	16	21794095	21795759
RP11-105C19.2	16	22610531	22612196
RP11-105C19.1	16	22612543	22613483
RP11-20G6.2	16	23020337	23023611
CTD-2270L9.4	16	23452758	23457606
AC004125.3	16	24236104	24252863
CTD-2313J23.1	16	24472798	24495177
CTD-2540M10.1	16	24610266	24640957
LINC01567	16	24661422	24671062
RP11-266L9.5	16	25066937	25068943
LCMT1-AS1	16	25085592	25111555
CTD-2547G23.4	16	25257952	25261066
CTA-249B10.1	16	25419814	25424169
AC009158.1	16	26302064	26334428
AC002331.1	16	26584755	26594813
RP11-142A12.1	16	26721874	26729126
C16orf82	16	27066707	27069165
RP11-673P17.4	16	27158451	27176587
RP11-57A19.2	16	28284885	28292064
RP11-57A19.5	16	28454141	28454511
RP11-1348G14.4	16	28802743	28817828
RP11-426C22.5	16	29116127	29217860
RP11-426C22.4	16	29217170	29220031
RP11-426C22.7	16	29225594	29226348
RP11-426C22.6	16	29262273	29264479
RP11-426C22.8	16	29272220	29272772
SNX29P2	16	29291220	29372110
RP11-347C12.10	16	30355441	30357104
RP11-2C24.7	16	30821338	30821884
RP11-1072A3.4	16	30956872	30957199
RP11-196G11.2	16	31043150	31049868
RP11-196G11.6	16	31056460	31062803
RP11-452L6.1	16	31449535	31453493
CTD-2014E2.2	16	31546698	31547237
CTD-2014E2.6	16	31549143	31553567
CTD-2358C21.3	16	31699676	31700465
CTD-2358C21.5	16	31704728	31705260
RP11-17M15.1	16	32188333	32193530
RP11-56L13.1	16	32262827	32265514
RP11-626K17.3	16	32454612	32458758
RP11-586K12.11	16	32649193	32663956
RP11-586K12.10	16	32663925	32666533
RP11-586K12.4	16	32735909	32741094
RP11-67H24.2	16	32809556	32824645
RP11-989E6.3	16	32885194	32888874
RP11-989E6.8	16	32995537	32996770
RP11-19N8.4	16	33043609	33095431
RP11-19N8.7	16	33129316	33134499
RP11-1437A8.4	16	33203773	33206462
RP11-1437A8.6	16	33206431	33330342
RP11-1437A8.5	16	33370473	33372915
RP11-23E10.3	16	33533816	33534976
RP11-989E6.10	16	33541842	33545812
RP11-23E10.2	16	33548297	33554408
RP11-812E19.7	16	33857935	33858864
RP11-812E19.3	16	33972912	33976346
LINC00273	16	34158585	34160036
CTD-2144E22.8	16	34978744	34979844
CTD-2144E22.5	16	35021749	35024229
CTD-2144E22.6	16	35022851	35024250
RP11-244B22.11	16	35143722	35144881
RP11-488I20.9	16	35192687	35195661
RP11-244B22.6	16	35195779	35197544
RP11-488I20.8	16	35207937	35284146
LINC01566	16	35363412	35390584
RP11-80F22.14	16	35491174	35492395
RP11-80F22.4	16	35493754	35496457
RP11-80F22.15	16	35505093	35506462
RP11-14K3.7	16	35640029	35640582
FLJ26245	16	35743268	35756515
RP11-352B15.2	16	35785569	35786887
RP11-46D6.1	16	46622861	46624451
RP11-169E6.4	16	47004513	47035385
RP11-523L20.2	16	47724568	47908431
AC140542.2	16	47849314	47887130
RP11-523L20.1	16	47965672	47971687
CTC-527H23.2	16	48620319	48622033
RP11-42I10.1	16	48623436	48744921
CTC-527H23.3	16	48637143	48638719
CTC-527H23.4	16	48640473	48641052
RP11-22D3.1	16	49159508	49162023
RP11-22D3.2	16	49170552	49171786
RP11-491F9.8	16	49294886	49296736
RP11-491F9.6	16	49336683	49337345
RP11-491F9.5	16	49337167	49338993
RP11-189E14.5	16	49442910	49454078
RP11-189E14.3	16	49454229	49457269
RP11-189E14.4	16	49466106	49469875
RP11-305A4.3	16	49920730	49924154
RP11-21B23.2	16	50390916	50395133
RP11-21B23.3	16	50407701	50408513
RP11-401P9.4	16	50645809	50649249
RP11-327F22.5	16	50806668	50807629
CTD-2034I21.1	16	50856614	50879278
CTD-2034I21.2	16	50880209	50884101
RP11-883G14.1	16	50884209	50901061
RP11-883G14.2	16	51017758	51035777
RP11-883G14.3	16	51035118	51038764
RP11-883G14.4	16	51054728	51056399
RP11-437L7.1	16	51354456	51356532
LINC01571	16	51762519	51773173
LINC00919	16	52083065	52085109
RP11-152O14.1	16	52085280	52099067
RP11-142G1.3	16	52198012	52227956
RP11-142G1.1	16	52238082	52269440
CASC22	16	52258564	52280638
CASC16	16	52552090	52652105
RP11-297L17.2	16	52607349	52613908
RP11-297L17.3	16	52607762	52608158
RP11-297L17.4	16	52622115	52631088
RP11-295M3.4	16	53043066	53044216
RP11-44F14.2	16	53373493	53384745
RP11-44F14.8	16	53386944	53389085
RP11-324D17.3	16	54152855	54153448
RP11-324D17.2	16	54239693	54240654
RP11-324D17.1	16	54245618	54270746
RP11-434E6.4	16	54290965	54292422
RP11-434E6.2	16	54366007	54370699
RP11-1136G4.1	16	54847247	54848233
RP11-1136G4.2	16	54851640	54852733
CRNDE	16	54918863	54929189
CTD-3032H12.2	16	54934913	54954665
CTD-3032H12.1	16	54937786	54938671
RP11-26L20.4	16	55332355	55332967
RP11-212I21.5	16	55425574	55426130
RP11-212I21.2	16	55426797	55462297
RP11-212I21.4	16	55538200	55542027
RP11-461O7.1	16	56092987	56191094
RP11-355E10.1	16	56109537	56137000
CTD-2050B12.1	16	56183726	56186306
RP11-249C24.10	16	56609501	56611375
CTD-2600O9.1	16	57798186	57816946
RP11-481J2.2	16	58421326	58462470
RP11-410D17.2	16	58733912	59108974
RP11-700H13.1	16	58847807	58880213
RP11-430C1.1	16	59855353	60053973
RP11-354I13.2	16	60359842	60442245
RP11-354I13.1	16	60486819	60523250
AC009110.1	16	62596372	62598449
RP11-368L12.1	16	63314264	63618046
RP11-2K6.2	16	63368844	63369456
RP11-370P15.2	16	63730277	63754757
RP11-21L1.1	16	63935778	63936906
RP11-744D14.2	16	64155169	64156574
AC012322.1	16	64242608	64343909
RP11-467L24.1	16	64364781	64600247
RP11-439I14.2	16	64735925	64736804
RP11-95H3.1	16	65141756	65176713
RP11-256I9.2	16	65190973	65234914
RP11-256I9.3	16	65233056	65432820
LINC00922	16	65284499	65576300
RP11-351A20.1	16	65580668	65646947
RP11-351A20.2	16	65601101	65601698
RP11-513N24.1	16	65861112	65863784
LINC00920	16	66408524	66412135
RP11-403P17.3	16	66509437	66510048
RP11-403P17.4	16	66549280	66551189
RP11-63M22.1	16	66738263	66739326
RP11-61A14.4	16	66751752	66754740
RP11-297D21.2	16	67430667	67431464
CTD-2012K14.6	16	67549214	67563958
CTC-479C5.10	16	67882461	67886367
RP11-71L14.4	16	68450283	68452318
RP11-615I2.6	16	68591382	68594424
RP11-521L9.1	16	68927547	68948261
RP11-424M24.5	16	70802083	70802840
CTD-2520I13.1	16	71301583	71302869
RP11-510M2.1	16	71410440	71426464
RP11-432I5.4	16	71726975	71727992
RP11-328J14.1	16	72224565	72225144
LINC01572	16	72283301	72665009
AC004158.3	16	72425948	72533892
RP5-991G20.6	16	72772673	72773272
RP11-346C20.4	16	73060245	73060759
RP11-346C20.3	16	73060470	73062316
HCCAT5	16	73092349	73093774
C16orf47	16	73126637	73144447
AC140912.1	16	73232055	73233970
LINC01568	16	73386805	73421393
RP11-44L9.1	16	73483317	73487744
RP11-44L9.2	16	73499309	73499763
RP11-44L9.3	16	73511176	73511654
CTD-2009A10.1	16	73543941	73558522
RP11-53L24.1	16	73812621	73816054
AC009120.4	16	74054151	74296762
AC009120.10	16	74282415	74287519
AC009120.11	16	74289593	74291052
AC009120.5	16	74313337	74315634
RP11-252A24.3	16	74367462	74369826
RP11-252E2.2	16	75119558	75144200
RP11-77K12.9	16	75433836	75436392
RP11-77K12.10	16	75497948	75498289
RP11-490B18.5	16	75556392	75557059
RP11-2C15.1	16	75838630	75860867
RP11-293N14.1	16	76107283	76147806
RP11-150D5.2	16	76228385	76262365
RP11-58C22.2	16	76582556	76583098
RP11-96P7.1	16	76634998	76658478
CTD-2336H13.2	16	76736342	76928169
RP11-571O6.1	16	77590806	77610681
RP11-679B19.2	16	79212711	79229453
RP11-467I17.1	16	79505603	79516293
RP11-70D24.3	16	79603572	79604177
RP11-70D24.2	16	79605802	79606605
RP11-70D24.4	16	79619469	79620110
LINC01229	16	79676108	79807922
RP11-345M22.2	16	79715232	79770563
LINC01228	16	79798050	79827150
RP11-148M9.1	16	80040662	80045745
RP11-525K10.1	16	80065836	80167577
RP11-525K10.2	16	80179129	80180682
LINC01227	16	80566794	80572808
RP11-314O13.1	16	80828735	80892595
RP11-303E16.7	16	81077319	81078861
RP11-391L3.1	16	81385463	81387560
RP11-960L18.1	16	81738248	81767868
RP11-510J16.6	16	81987948	81989016
CTD-2588J6.2	16	82170296	82175803
RP11-481E4.2	16	82495993	82510919
RP11-2L4.1	16	82554049	82575210
RP11-558A11.1	16	84255270	84261049
RP11-558A11.3	16	84342464	84343407
RP11-254F19.3	16	84928353	84939603
RP11-442O1.4	16	85137150	85149443
RP11-442O1.3	16	85142696	85146001
CTC-786C10.1	16	85171276	85185363
LINC00311	16	85282958	85285963
RP11-680G10.1	16	85357463	85359449
LA16c-352F7.1	16	85489813	85490831
RP11-118F19.1	16	85580009	85583571
CTD-2542L18.1	16	85592266	85595720
RP11-542M13.3	16	85935281	85936223
RP11-542M13.2	16	85981750	85984723
RP11-805I24.1	16	86081409	86089526
RP11-805I24.4	16	86158206	86158798
RP11-805I24.3	16	86192793	86198913
LINC01082	16	86196181	86199720
RP11-514D23.3	16	86221423	86222729
RP11-514D23.2	16	86225580	86275745
RP11-514D23.1	16	86286427	86293389
LINC00917	16	86331844	86349683
RP11-158I3.3	16	86347387	86349611
FENDRR	16	86474529	86509099
RP11-463O9.9	16	86520383	86523897
RP11-463O9.6	16	86636328	86637145
RP11-58A18.1	16	86646301	86668923
RP11-58A18.2	16	86698118	86698841
CTD-2015G9.1	16	86720688	86721954
CTD-2015G9.2	16	86722091	86741059
RP11-134D3.1	16	87057784	87063991
RP11-134D3.2	16	87066705	87069752
RP11-899L11.1	16	87212122	87226430
RP11-482M8.1	16	87492555	87515635
RP11-278A23.1	16	87693537	87696147
RP4-536B24.4	16	87773488	87779374
RP4-536B24.3	16	87780134	87806476
RP11-863P13.5	16	88079161	88087383
RP11-863P13.6	16	88087387	88087932
RP11-863P13.4	16	88088041	88100985
RP11-863P13.1	16	88177289	88178646
RP11-863P13.3	16	88177298	88178941
RP11-863P13.2	16	88191486	88193667
LA16c-444G7.2	16	88194281	88195217
LA16c-444G7.1	16	88234785	88302511
CTD-2555A7.1	16	88984032	88995369
CTD-2555A7.2	16	89046172	89052965
LINC00304	16	89159146	89164245
RP11-46C24.3	16	89166383	89169147
RP11-368I7.4	16	89682620	89686569
FAM157C	16	90102271	90186204
RP11-356C4.3	16	90105095	90106316
RP11-356C4.5	16	90110574	90168225
AC137934.1	16	90185997	90222678
RP11-1228E12.1	17	64099	76866
RP11-1228E12.2	17	97494	118578
AC108004.2	17	183824	191587
RP11-676J12.4	17	763565	765319
RP11-676J12.9	17	795306	795794
AC144836.1	17	1241939	1254000
MIR22HG	17	1711493	1717174
RP11-667K14.3	17	2043475	2044968
RP11-74E22.6	17	2688473	2688960
RP11-74E22.8	17	2720801	2723947
CTD-2309O5.3	17	3134969	3177031
RP11-459C13.1	17	3977103	3981899
RP11-104O19.4	17	4267691	4268430
RP11-141J13.3	17	4565752	4571760
RP11-141J13.5	17	4610449	4617650
RP11-81A22.5	17	4801159	4807013
RP11-333E1.2	17	5240508	5241543
CTC-524C5.5	17	5469092	5470360
CTC-281F24.1	17	6653464	6655009
RP11-589P10.5	17	6994642	6995189
RP11-599B13.3	17	8056225	8057621
RP11-599B13.7	17	8176812	8182812
LINC00324	17	8220642	8224043
RP11-849F2.9	17	8277763	8278436
RP11-849F2.4	17	8337697	8338758
CTB-41I6.1	17	8965896	8967070
CTB-41I6.2	17	8967523	8976995
RP11-85B7.5	17	9244666	9244897
CTC-297N7.1	17	10658542	10659082
CTC-297N7.9	17	10741267	10769016
RP11-963H4.5	17	10792059	10794985
LINC00675	17	10794913	10804099
RP11-963H4.3	17	10849541	10880895
RP11-680C21.1	17	11288205	11290811
RP11-471L13.2	17	12201600	12215267
LINC00670	17	12549782	12642854
RP11-488L1.1	17	13095908	13100928
AC003664.1	17	13299184	13306760
RP11-131K5.2	17	13909231	13911212
AC005304.1	17	13932720	13940594
RP11-131K5.1	17	13957748	13966952
AC005224.2	17	14210488	14217922
RP11-214O1.1	17	14295512	14297600
RP11-214O1.2	17	14303854	14305505
RP11-214O1.3	17	14327335	14329474
AC022816.2	17	14374139	14421026
AC013248.2	17	14725729	14729686
AC005863.1	17	14767583	14780203
AC005863.2	17	14834638	14900554
AC005772.2	17	15014805	15052276
CDRT7	17	15030975	15031957
CDRT8	17	15105237	15106187
AC005703.3	17	15267461	15272290
AC005703.2	17	15276562	15279477
RP11-849N15.4	17	15379864	15417878
RP11-385D13.3	17	15530773	15531089
AC005324.7	17	15761614	15763769
CTD-3157E16.1	17	15787787	15788205
CTD-3157E16.2	17	15789016	15789705
AC015922.6	17	15806241	15817742
RP11-138I1.3	17	16440479	16440952
RP11-92B11.4	17	16653904	16654787
RP11-219A15.2	17	16804627	16805707
AC104024.1	17	16975999	16981353
AC104024.2	17	16988329	16990177
RP11-416I2.1	17	17011914	17014990
RP11-45M22.5	17	17235433	17236118
SMCR2	17	17674026	17677688
FLJ35934	17	18411159	18414380
CTD-2145A24.5	17	18809956	18810940
RP11-160E2.17	17	19077775	19087878
RP11-160E2.19	17	19091069	19091825
RP11-160E2.6	17	19112000	19112636
RP11-160E2.11	17	19160789	19162274
AC007952.4	17	19164209	19174436
RP11-160E2.16	17	19203825	19214045
RP11-744A16.4	17	19219143	19222527
AC004448.5	17	19417804	19492991
AC004448.2	17	19419035	19424357
CTB-187M2.1	17	19457080	19458399
RP11-311F12.1	17	19719059	19722428
RP11-78O7.3	17	19868568	19868689
RP11-78O7.2	17	19896590	19897287
AC004702.2	17	20185082	20322973
RP11-434D2.2	17	20433206	20434285
RP11-434D2.7	17	20507413	20508931
AC008088.4	17	20530042	20530881
RP11-434D2.3	17	20545371	20549952
RP11-434D2.12	17	20576667	20578748
AC087499.10	17	20612912	20633234
RP11-283C24.1	17	20788071	20789584
LINC01563	17	21075556	21090615
RP11-728E14.3	17	21456513	21460215
RP11-728E14.2	17	21457434	21458989
RP11-822E23.7	17	21519514	21521269
RP11-1109M24.16	17	22234328	22266362
RP11-1109M24.5	17	22266425	22288133
FAM27L	17	22298691	22299893
FLJ36000	17	22406019	22413744
RP11-744K17.1	17	22420022	22424731
RP11-744K17.2	17	22435390	22439033
RP11-285M22.3	17	22676695	22692618
RP11-285M22.1	17	22692834	22693613
RP11-260A9.6	17	26989189	26999941
RP11-663N22.1	17	27237859	27241661
RP11-173M1.4	17	27333256	27348491
RP11-19P22.5	17	27661549	27663658
RP11-218F4.1	17	27929548	27974223
CTD-2008P7.10	17	28219285	28220005
CTD-2008P7.9	17	28232590	28235281
CTD-2008P7.8	17	28246454	28248006
CTD-2008P7.3	17	28256438	28265551
CTD-2008P7.1	17	28263634	28266369
RP11-20B24.2	17	28861072	28861966
RP11-321A17.6	17	29071124	29071594
RP11-296K13.4	17	29352069	29404105
RP11-218M11.3	17	30550493	30551189
RP11-218M11.1	17	30564057	30565576
CTD-2349P21.6	17	30726305	30727564
CTD-2349P21.5	17	30729469	30731202
CTD-2349P21.9	17	30792372	30792833
RP11-848P1.3	17	30964935	30965500
RP1-41C23.4	17	31560132	31560573
AC003101.1	17	31571142	31575659
RP1-41C23.1	17	31583162	31637543
RP11-805L22.3	17	31762440	31769048
CTC-542B22.1	17	31830731	31831750
CTC-542B22.2	17	31873926	31886666
CTD-2095E4.5	17	32127595	32128454
RP11-227G15.2	17	32328441	32329395
RP11-227G15.10	17	32408013	32408309
RP11-227G15.11	17	32410159	32410746
RP11-227G15.8	17	32411217	32412420
RP11-227G15.9	17	32430967	32432841
AC084809.3	17	32905662	32906584
RP11-118G23.2	17	33680577	33680883
RP11-118G23.1	17	33688803	33689174
CTC-304I17.5	17	34161737	34164251
RP11-215E13.1	17	34169372	34195937
RP11-215E13.2	17	34176538	34178166
AC011193.1	17	34479312	34479957
C17orf102	17	34574123	34579369
RP11-212E8.1	17	34725509	34726170
RP11-642M2.1	17	34837871	34859046
RP5-837J1.4	17	35073831	35074374
RP11-47L3.1	17	35313502	35324900
RP11-686D22.5	17	35400878	35403006
RP11-686D22.4	17	35403837	35404373
RP11-1094M14.10	17	35540039	35540797
RP11-1094M14.14	17	35561539	35562077
RP11-1094M14.11	17	35568120	35574792
AC015849.12	17	35808489	35808897
AC015849.16	17	35893707	35911023
RP11-104J23.2	17	36012504	36012891
AC131056.5	17	36225246	36226807
CTB-75G16.3	17	36634069	36634698
CTD-3194G12.1	17	36684754	36685129
CTD-3194G12.2	17	36722583	36726340
RP11-697E22.3	17	37649133	37650894
AC091199.1	17	37798894	37802788
CTB-58E17.1	17	38702452	38704747
LINC00672	17	38925168	38928057
RP1-56K13.5	17	39003248	39013032
CTD-2206N4.2	17	39026715	39027110
RP11-390P24.1	17	39566915	39567559
AC087491.2	17	39619613	39622513
RP11-387H17.4	17	39927742	39939601
RP11-387H17.6	17	40012226	40014705
RP5-1028K7.2	17	40517026	40527002
RP11-605F20.1	17	40803744	40809296
LINC00974	17	41549606	41554495
RP11-358B23.1	17	42154600	42155972
CTD-3193K9.11	17	42751289	42751717
RAMP2-AS1	17	42753914	42761257
LINC00671	17	42874670	42898704
RP11-242D8.1	17	43164183	43170403
LINC00910	17	43369845	43389199
RP11-100E5.2	17	43444707	43451200
CTC-501O10.1	17	43680273	43705884
RP11-527L4.6	17	43927563	43932622
RP11-527L4.2	17	43938363	43938959
RP5-1067M6.3	17	44328613	44331462
LINC01180	17	44646364	44650349
CTC-296K1.3	17	44793199	44794474
CTC-296K1.4	17	44794747	44797783
CTD-2534I21.8	17	44947912	44948939
CTD-2534I21.9	17	44982514	44982772
AC142472.6	17	45146730	45148470
CTB-39G8.2	17	45371402	45372057
RP11-798G7.8	17	45531577	45533838
RP11-798G7.6	17	45545804	45563230
RP11-293E1.2	17	45731703	45732977
RP11-293E1.1	17	45733353	45734669
FAM215B	17	46558830	46562795
RP11-63A1.2	17	46909742	46911512
RP11-63A1.1	17	46916770	46923034
RP11-6N17.1	17	47863342	47865190
RP11-6N17.2	17	47879472	47882398
RP5-890E16.5	17	48066704	48067293
RP11-433M22.2	17	48460370	48466040
RP11-357H14.17	17	48635923	48647023
CTD-2377D24.6	17	48646923	48707346
CTD-2377D24.4	17	48733091	48733888
RP11-1079K10.3	17	49361165	49369998
RP11-1079K10.5	17	49457861	49461749
RP11-304F15.7	17	49834239	49836454
RP11-304F15.4	17	49887598	49900893
RP11-304F15.6	17	49914403	49932918
RP11-1094H24.3	17	49996889	50016844
RP11-1094H24.4	17	50050349	50055739
RP5-875H18.9	17	50094065	50094647
RP11-893F2.5	17	50208972	50214459
RP11-893F2.15	17	50212933	50215357
RP11-893F2.6	17	50214694	50215420
RP11-94C24.13	17	50475819	50478391
RP11-94C24.6	17	50503412	50508328
RP11-700H6.4	17	50909637	50910232
RP11-700H6.1	17	50934989	50944713
RP11-700H6.2	17	50944104	50948750
RP11-1018N14.1	17	51312609	51335165
RP11-1018N14.3	17	51332679	51334090
RP11-1018N14.4	17	51335261	51336240
RP11-1018N14.2	17	51336715	51342571
RP11-1018N14.5	17	51435427	51445802
RP11-429O1.1	17	52390515	52535701
AC102948.2	17	52862121	52899588
C17orf112	17	52985520	52987652
RP11-515O17.3	17	55325757	55327791
RP11-515E23.2	17	55454046	55458450
RP11-515E23.1	17	55468066	55510938
RP11-763E3.1	17	55842677	55872939
RP11-670E13.6	17	56914186	56914533
RP11-166P13.3	17	57078298	57085024
RP11-60A24.3	17	57771946	57834749
RP11-159D12.11	17	57955965	57956143
RP11-159D12.2	17	57989039	57994850
RP11-159D12.10	17	58076891	58083204
RP11-579A4.1	17	58747055	58747340
LINC01476	17	59430869	59526946
RP11-758H9.2	17	59618553	59619714
TBC1D3P1-DHX40P1	17	59962363	60018975
RP11-178C3.2	17	59964832	59996972
CTD-2319I12.2	17	60079309	60088695
CTD-2319I12.5	17	60135762	60140081
RP11-15E18.4	17	60564547	60586623
C17orf82	17	61411751	61413280
CTD-3035K23.6	17	62626031	62626453
RP11-453A12.1	17	62808500	62836371
RP11-180P8.1	17	62935402	62966810
RP11-180P8.3	17	62966817	62968549
RP11-269G24.4	17	63430468	63432211
RP11-269G24.6	17	63454993	63455817
CTC-264K15.6	17	63972920	63989422
RP11-214C8.2	17	63996071	63999899
RP11-329L6.2	17	64145970	64146476
RP11-583F2.2	17	64943262	64951054
RP11-160O5.1	17	65100812	65111058
CTD-2535L24.3	17	65457541	65458408
RP11-855A2.5	17	67993880	67996431
AC145343.2	17	68096046	68101474
RP11-147L13.11	17	68126666	68129586
RP11-147L13.12	17	68131462	68131907
RP11-147L13.13	17	68133201	68135935
RP11-147L13.14	17	68188547	68189165
RP11-147L13.8	17	68189884	68192802
RP11-147L13.15	17	68205489	68207493
RP11-120M18.5	17	68557516	68582577
LINC01482	17	68591796	68763882
RP11-118B18.2	17	68793549	68797822
RP1-193H18.3	17	69477139	69501755
RP1-193H18.2	17	69551358	69553861
LINC01483	17	69577251	69903000
LINC01497	17	69961707	69983538
LINC01028	17	70051277	70068095
CTD-2378E21.1	17	70312831	70368916
RP11-238F2.1	17	70778604	70779230
CASC17	17	71097775	71202177
AC118653.2	17	71596338	71597279
AC005152.3	17	72021851	72034092
LINC01152	17	72030291	72041297
AC007461.2	17	72072333	72093481
LINC00511	17	72323123	72640472
RP11-1124B17.1	17	72342940	72355136
RP11-57A1.1	17	72425939	72428852
CTD-3010D24.3	17	72642731	72644490
RP11-277J6.3	17	73662568	73663848
CTD-2532D12.4	17	73737854	73756557
LINC00469	17	73750330	73828520
AC125421.1	17	73786802	73800793
CTD-2532D12.5	17	73831572	73836019
CTD-2582D11.1	17	73894749	73911878
RP11-101O21.1	17	74043452	74154212
C17orf77	17	74584679	74594209
CTD-2006K23.1	17	74599840	74607229
CTD-2246P4.1	17	76799044	76807102
LINC00868	17	76850176	76861836
RP11-87G24.6	17	76957023	76958222
RP11-285E9.6	17	77257737	77281897
RP11-285E9.5	17	77264180	77264776
RP11-13K12.2	17	77526998	77536592
RP11-13K12.1	17	77546940	77563243
RP11-13K12.5	17	77563368	77568695
RP11-316M20.1	17	77722872	77728559
FLJ45079	17	77879027	77884087
RP11-219G17.4	17	78261349	78278492
AC061992.2	17	78315729	78347798
RP11-806H10.4	17	78360453	78373911
CTD-2357A8.3	17	78617389	78632057
HP09025	17	79707266	79712317
RP11-353N14.2	17	79823452	79827704
RP11-353N14.3	17	79848058	79850110
RP11-353N14.5	17	79915252	79926725
RP11-353N14.4	17	79919357	79925462
RP11-334C17.6	17	80149627	80149798
CTD-2526A2.2	17	80453735	80454729
CTD-2561B21.11	17	81017969	81020011
CTD-2561B21.10	17	81023545	81025503
BAIAP2-AS1	17	81029130	81034881
LINC00482	17	81303771	81309248
RP11-455O6.9	17	81339183	81339691
RP11-1055B8.9	17	81345476	81345966
RP11-1055B8.2	17	81362272	81374214
RP11-1055B8.3	17	81376001	81385360
RP11-1055B8.10	17	81387415	81387766
RP11-1055B8.4	17	81388126	81390256
RP13-766D20.4	17	81480523	81481570
RP11-498C9.15	17	81878425	81881106
RP11-498C9.16	17	81878667	81879557
RP11-498C9.17	17	81965632	81966589
RP13-516M14.4	17	82290046	82292814
RP13-516M14.1	17	82293716	82294910
RP13-20L14.1	17	82381110	82382690
RP11-388C12.1	17	82713908	82716255
RP11-388C12.5	17	82729164	82734143
RP11-497H17.1	17	82918282	82918785
AC144831.3	17	83098377	83098987
AC144831.1	17	83104255	83106910
AC139099.4	17	83144131	83177607
AC139099.6	17	83211996	83221190
AC139099.5	17	83220527	83227721
AP005530.1	18	11103	15928
AP005530.2	18	14195	16898
RP11-705O1.8	18	268148	270278
RP11-720L2.4	18	316737	319165
RP11-14P20.1	18	508568	515294
RP11-672L10.6	18	813274	813756
RP11-672L10.1	18	926083	927993
RP11-689C9.1	18	962592	976883
RP11-78F17.1	18	976589	1174823
LINC00470	18	1254383	1408344
RP11-476K15.1	18	1509183	1647097
CTD-2015H3.2	18	1655177	1779955
CTD-2015H3.1	18	1780329	1782064
RP11-161I6.2	18	1883524	2240847
RP13-270P17.3	18	3246401	3247086
RP11-838N2.5	18	3284145	3327292
RP11-838N2.3	18	3347776	3350559
LINC01540	18	3466250	3478978
RP11-172F10.1	18	4775054	5004537
RP11-92G19.2	18	5081182	5095815
RP11-190I17.2	18	5159332	5171026
RP11-835E18.5	18	5232876	5238526
LINC00526	18	5236724	5238598
LINC00667	18	5237826	5246508
CTD-3096M3.1	18	5310396	5317664
CTD-3096M3.2	18	5381641	5385330
MIR3976HG	18	5748819	5876328
L3MBTL4-AS1	18	6256747	6260934
CTD-2124B20.2	18	6493420	6495668
LINC01387	18	6511416	6590653
RP11-91I8.1	18	6641971	6642478
LINC00668	18	6919496	6929966
RP11-888D10.3	18	9315194	9334441
RP11-61L19.2	18	9473421	9474006
PPP4R1-AS1	18	9615264	9619363
RP11-474N24.6	18	9912316	9912849
RP11-419J16.1	18	10125340	10144406
RP11-138E9.2	18	10323132	10372380
RP11-243E13.2	18	10375103	10378114
LINC01254	18	10405133	10414515
RP11-883A18.3	18	10594590	10604798
RP11-856M7.6	18	10612304	10626353
RP11-856M7.4	18	10627646	10628846
RP11-128P17.2	18	11366913	11378409
RP11-128P17.4	18	11390033	11390729
RP11-128P17.3	18	11447756	11489369
RP11-128P17.1	18	11454478	11465996
LINC01255	18	11488570	11506983
RP11-677O4.6	18	11620717	11621158
RP11-677O4.2	18	11666456	11670165
RP11-820I16.1	18	11910634	11914344
RP11-815J4.1	18	12081540	12085267
RP11-64C12.4	18	12200779	12201979
RP11-64C12.6	18	12230411	12231573
RP11-64C12.8	18	12288308	12291488
RP11-861E21.1	18	12432897	12437635
RP11-973H7.5	18	12738965	12750068
RP11-973H7.4	18	12739490	12749421
RP11-973H7.1	18	12774651	12775923
RP11-794M8.2	18	13183402	13185617
RP11-757O6.1	18	14244625	14252140
CYP4F35P	18	14337423	14342525
CXADRP3	18	14477955	14499278
RP11-527H14.6	18	14877611	14884052
RP11-527H14.4	18	14903580	14915628
LINC01443	18	14946267	14973770
LINC01444	18	14969001	14970468
RP11-527H14.1	18	14978739	14979839
RP11-805F19.2	18	15075445	15122767
RP11-805F19.1	18	15159724	15164467
RP11-699A5.2	18	21240675	21241371
RP11-268I9.3	18	21871446	21893996
RP11-595B24.1	18	21981121	22051159
RP11-595B24.2	18	22088060	22098780
GATA6-AS1	18	22166898	22168968
